chain,address,evidence_path,llm_proposed_label,llm_confidence,llm_risk_categories,llm_summary,llm_uncertainties,explorer_link,decision,final_label,final_confidence,corrected_risk_categories,comment
ethereum,0x7785a22facd31db653ba4928f1d5b81d093f0b2f,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x7785a22facd31db653ba4928f1d5b81d093f0b2f.json,R2,medium,unresolved_proxy_delegatecall,"0x7785a22facd31db653ba4928f1d5b81d093f0b2f exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state.",https://etherscan.io/address/0x7785a22facd31db653ba4928f1d5b81d093f0b2f,,,,,
ethereum,0x7c27e3aecbf42879b64d76f604dc3430f4886462,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x7c27e3aecbf42879b64d76f604dc3430f4886462.json,R2,medium,unresolved_proxy_delegatecall; ownership_admin_capability,"0x7c27e3aecbf42879b64d76f604dc3430f4886462 exposes unresolved_proxy_delegatecall, ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed.",https://etherscan.io/address/0x7c27e3aecbf42879b64d76f604dc3430f4886462,,,,,
ethereum,0x81f604e86f6c02c982075efcea800de826598f2a,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x81f604e86f6c02c982075efcea800de826598f2a.json,R2,low,ownership_admin_capability; token_movement_capability,"0x81f604e86f6c02c982075efcea800de826598f2a exposes ownership_admin_capability, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x81f604e86f6c02c982075efcea800de826598f2a,,,,,
ethereum,0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd.json,B,medium,,0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd,,,,,
ethereum,0x88cf071b4bf5facab6712070a671f71282188d46,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x88cf071b4bf5facab6712070a671f71282188d46.json,B,high,,0x88cf071b4bf5facab6712070a671f71282188d46: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0x88cf071b4bf5facab6712070a671f71282188d46,,,,,
ethereum,0x89383882fc2d0cd4d7952a3267a3b6dae967e704,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x89383882fc2d0cd4d7952a3267a3b6dae967e704.json,R2,medium,ownership_admin_capability,"0x89383882fc2d0cd4d7952a3267a3b6dae967e704 exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed.,https://etherscan.io/address/0x89383882fc2d0cd4d7952a3267a3b6dae967e704,,,,,
ethereum,0x955d84139e7621bc571b117d8eb5d28a4a222c6f,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x955d84139e7621bc571b117d8eb5d28a4a222c6f.json,B,medium,,0x955d84139e7621bc571b117d8eb5d28a4a222c6f: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x955d84139e7621bc571b117d8eb5d28a4a222c6f,,,,,
ethereum,0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec.json,R2,low,unresolved_proxy_delegatecall; token_movement_capability,"0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec exposes unresolved_proxy_delegatecall, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec,,,,,
ethereum,0xa34e1e389097409aa65ff374af50b402e4a8f5c3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa34e1e389097409aa65ff374af50b402e4a8f5c3.json,B,medium,,0xa34e1e389097409aa65ff374af50b402e4a8f5c3: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xa34e1e389097409aa65ff374af50b402e4a8f5c3,,,,,
ethereum,0xa4b0c4366ca08cc913e225189015b135c240faf0,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa4b0c4366ca08cc913e225189015b135c240faf0.json,B,medium,,0xa4b0c4366ca08cc913e225189015b135c240faf0: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xa4b0c4366ca08cc913e225189015b135c240faf0,,,,,
ethereum,0xa4b2befee38792b931777df37feae679ed8cfa17,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa4b2befee38792b931777df37feae679ed8cfa17.json,B,medium,,0xa4b2befee38792b931777df37feae679ed8cfa17: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xa4b2befee38792b931777df37feae679ed8cfa17,,,,,
ethereum,0xa5817eac0d9e783857ee7d12ff2d232ec1013ff0,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa5817eac0d9e783857ee7d12ff2d232ec1013ff0.json,R2,low,ownership_admin_capability,"0xa5817eac0d9e783857ee7d12ff2d232ec1013ff0 exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xa5817eac0d9e783857ee7d12ff2d232ec1013ff0,,,,,
ethereum,0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c.json,R2,low,ownership_admin_capability; token_movement_capability,"0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c exposes ownership_admin_capability, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c,,,,,
ethereum,0xad9cca330a131cd3bf3886db21d734ec60ab3076,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xad9cca330a131cd3bf3886db21d734ec60ab3076.json,B,medium,,0xad9cca330a131cd3bf3886db21d734ec60ab3076: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xad9cca330a131cd3bf3886db21d734ec60ab3076,,,,,
ethereum,0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2.json,B,medium,,0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xb84076cad6043ad43712fb1930b1f5b3e31e3ef2,,,,,
ethereum,0xba46592f35043cc9f046cab73cced6e83c11207e,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xba46592f35043cc9f046cab73cced6e83c11207e.json,R2,low,ownership_admin_capability,"0xba46592f35043cc9f046cab73cced6e83c11207e exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xba46592f35043cc9f046cab73cced6e83c11207e,,,,,
ethereum,0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc3c89ff8589644332c916d9c6ec2883eb69d44e5.json,R2,medium,token_movement_capability,"0xc3c89ff8589644332c916d9c6ec2883eb69d44e5 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone.,https://etherscan.io/address/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,,,,,
ethereum,0xc43b6c6a43e5760a756a67756b2155c7fa735310,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc43b6c6a43e5760a756a67756b2155c7fa735310.json,R2,low,ownership_admin_capability,"0xc43b6c6a43e5760a756a67756b2155c7fa735310 exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xc43b6c6a43e5760a756a67756b2155c7fa735310,,,,,
ethereum,0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082.json,B,medium,,0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xc4bfc6712347f63ffd05a8e2d26f148e6f63e082,,,,,
ethereum,0xc7c81d704e705f47a6c5ce33a82fb110883f4aec,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc7c81d704e705f47a6c5ce33a82fb110883f4aec.json,R2,low,ownership_admin_capability,"0xc7c81d704e705f47a6c5ce33a82fb110883f4aec exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xc7c81d704e705f47a6c5ce33a82fb110883f4aec,,,,,
ethereum,0xc99965fb12027683a76c6c7d595fe8bb9096e727,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xc99965fb12027683a76c6c7d595fe8bb9096e727.json,B,medium,,0xc99965fb12027683a76c6c7d595fe8bb9096e727: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xc99965fb12027683a76c6c7d595fe8bb9096e727,,,,,
ethereum,0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b.json,B,high,,0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0xcc0c946eecf01a4bc76bc333ea74ceb04756f17b,,,,,
ethereum,0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7.json,B,medium,,0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xcda3577ca7ef65f6b7201e9bd80375f5628d15f7,,,,,
ethereum,0xd1bc2349a57a0621deeb0a85e923991eb187a02d,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd1bc2349a57a0621deeb0a85e923991eb187a02d.json,R2,low,ownership_admin_capability,"0xd1bc2349a57a0621deeb0a85e923991eb187a02d exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xd1bc2349a57a0621deeb0a85e923991eb187a02d,,,,,
ethereum,0xd2c66eb938fe5847522891a247264eac90eea93e,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd2c66eb938fe5847522891a247264eac90eea93e.json,B,medium,,0xd2c66eb938fe5847522891a247264eac90eea93e: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xd2c66eb938fe5847522891a247264eac90eea93e,,,,,
ethereum,0xd2e28229f6f2c235e57de2ebc727025a1d0530fb,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd2e28229f6f2c235e57de2ebc727025a1d0530fb.json,B,high,,0xd2e28229f6f2c235e57de2ebc727025a1d0530fb: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0xd2e28229f6f2c235e57de2ebc727025a1d0530fb,,,,,
ethereum,0xd6cedde84be40893d153be9d467cd6ad37875b28,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xd6cedde84be40893d153be9d467cd6ad37875b28.json,R2,medium,unresolved_proxy_delegatecall; upgradeable_admin_capability,"0xd6cedde84be40893d153be9d467cd6ad37875b28 exposes unresolved_proxy_delegatecall, upgradeable_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here. Documented as ZeroDev_Kernel_v3.3_7702.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Selector presence does not establish that the upgrade function is actually access-controlled -- no guard/reachability analysis was performed.",https://etherscan.io/address/0xd6cedde84be40893d153be9d467cd6ad37875b28,,,,,
ethereum,0xda1333d76a1b9883022513c089a0ca84043cf079,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xda1333d76a1b9883022513c089a0ca84043cf079.json,R2,medium,unresolved_proxy_delegatecall,"0xda1333d76a1b9883022513c089a0ca84043cf079 exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state.",https://etherscan.io/address/0xda1333d76a1b9883022513c089a0ca84043cf079,,,,,
ethereum,0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e.json,R2,low,token_movement_capability,"0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xe135b1b9cdbafa9d3cb56b10d20945db5a95963e,,,,,
ethereum,0xe3014e9ab2739adef234b3829c79128746160178,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe3014e9ab2739adef234b3829c79128746160178.json,B,high,,0xe3014e9ab2739adef234b3829c79128746160178: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0xe3014e9ab2739adef234b3829c79128746160178,,,,,
ethereum,0xe40ccb2d94975c51bff0c004efdfd9b3a5796fa4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe40ccb2d94975c51bff0c004efdfd9b3a5796fa4.json,R2,low,unresolved_proxy_delegatecall; upgradeable_admin_capability,"0xe40ccb2d94975c51bff0c004efdfd9b3a5796fa4 exposes unresolved_proxy_delegatecall, upgradeable_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here. Documented as OKX_SmartWalletEntry.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Selector presence does not establish that the upgrade function is actually access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0xe40ccb2d94975c51bff0c004efdfd9b3a5796fa4,,,,,
ethereum,0xe4f741b8b86f7379cd8d3f1d1bebedc971ef82e7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe4f741b8b86f7379cd8d3f1d1bebedc971ef82e7.json,R2,low,ownership_admin_capability; token_movement_capability,"0xe4f741b8b86f7379cd8d3f1d1bebedc971ef82e7 exposes ownership_admin_capability, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xe4f741b8b86f7379cd8d3f1d1bebedc971ef82e7,,,,,
ethereum,0xe6b97aa1490c93c28a14d86c13c9dc9c950643ed,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe6b97aa1490c93c28a14d86c13c9dc9c950643ed.json,B,high,,0xe6b97aa1490c93c28a14d86c13c9dc9c950643ed: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0xe6b97aa1490c93c28a14d86c13c9dc9c950643ed,,,,,
ethereum,0xe6cae83bde06e4c305530e199d7217f42808555b,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xe6cae83bde06e4c305530e199d7217f42808555b.json,B,medium,,0xe6cae83bde06e4c305530e199d7217f42808555b: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xe6cae83bde06e4c305530e199d7217f42808555b,,,,,
ethereum,0xea9a903ea7db3c6a803b7d75cfb032f0b29e4983,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xea9a903ea7db3c6a803b7d75cfb032f0b29e4983.json,B,medium,,0xea9a903ea7db3c6a803b7d75cfb032f0b29e4983: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xea9a903ea7db3c6a803b7d75cfb032f0b29e4983,,,,,
ethereum,0xecad547e905892ff19d162ca57b91f0fecf78469,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xecad547e905892ff19d162ca57b91f0fecf78469.json,R2,low,token_movement_capability,"0xecad547e905892ff19d162ca57b91f0fecf78469 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xecad547e905892ff19d162ca57b91f0fecf78469,,,,,
ethereum,0xf4b2569a806c1f4d1be0cebc3f0475a3d17a1c4d,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xf4b2569a806c1f4d1be0cebc3f0475a3d17a1c4d.json,R2,low,ownership_admin_capability; token_movement_capability,"0xf4b2569a806c1f4d1be0cebc3f0475a3d17a1c4d exposes ownership_admin_capability, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0xf4b2569a806c1f4d1be0cebc3f0475a3d17a1c4d,,,,,
ethereum,0xf4f3022183afcdca51469e760976811652b1d1d7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xf4f3022183afcdca51469e760976811652b1d1d7.json,R2,low,unresolved_proxy_delegatecall; token_movement_capability,"0xf4f3022183afcdca51469e760976811652b1d1d7 exposes unresolved_proxy_delegatecall, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0xf4f3022183afcdca51469e760976811652b1d1d7,,,,,
ethereum,0xf67b710f95eb8aa07a3180f0addd469fe6e6bde0,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xf67b710f95eb8aa07a3180f0addd469fe6e6bde0.json,R2,medium,token_movement_capability,"0xf67b710f95eb8aa07a3180f0addd469fe6e6bde0 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone.,https://etherscan.io/address/0xf67b710f95eb8aa07a3180f0addd469fe6e6bde0,,,,,
ethereum,0xfb1b8fb55d1aabeb96bc1c36a9754b28e46a8b6a,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xfb1b8fb55d1aabeb96bc1c36a9754b28e46a8b6a.json,B,medium,,0xfb1b8fb55d1aabeb96bc1c36a9754b28e46a8b6a: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xfb1b8fb55d1aabeb96bc1c36a9754b28e46a8b6a,,,,,
ethereum,0xfc2c64ce1c098a7328874dd09d9a71e306d1a948,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xfc2c64ce1c098a7328874dd09d9a71e306d1a948.json,R2,medium,ownership_admin_capability,"0xfc2c64ce1c098a7328874dd09d9a71e306d1a948 exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed.,https://etherscan.io/address/0xfc2c64ce1c098a7328874dd09d9a71e306d1a948,,,,,
ethereum,0xff26b51fb5a6420453f362e26dc5e3d5adbfa208,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0xff26b51fb5a6420453f362e26dc5e3d5adbfa208.json,B,medium,,0xff26b51fb5a6420453f362e26dc5e3d5adbfa208: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0xff26b51fb5a6420453f362e26dc5e3d5adbfa208,,,,,
