item_id,postcutoff_project_family_id,provenance_status,evidence_reference,evidence_notes,related_canonical_family_ids,related_control_projects,auditor_id,exclusion_reason
ethereum:0x6214f1224ef2aca4bf63c4ef880564872dd83f30,PF_ANON_1AAA6D5527C7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0058,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6497cc0960f9c17cca1d31db8ec3c2b1c3d23c83,PF_ANON_3FAC9B007EC2,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0059,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6740cbafec96ffb02d9b4bce85fcf8994388e0ee,PF_ANON_2C46455A2DED,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0060,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00035;F00118;F00129;F00180;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6b9c0e61bc7f5e2a477387ed03a1de3d16efd95f,PF_ANON_C533BB414CD5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0061,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6f00e926ccdd2b2f48474b5ac91e6475034fd856,PF_ANON_11199EDD298A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0062,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00067,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6f12031bc579ffc760493b0ef5788c2f321ef396,PF_ANON_4B2EC24E9904,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0039,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7031df1a3861a5e8bfe4df237fbcc8b0feb7e539,PF_ANON_CC831AF4BF2D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0063,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x70f8364a39c86332a2b1b6785d0214acdef58f20,PF_ANON_9707E869C372,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0064,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00676;F01078;F01090,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x77f64403a328ffd675bc12e18bff559242a7f510,PF_ANON_14EA35FEBE50,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0065,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01137,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x781e91ee7512859559c7309b84e24a9b765858a5,PF_ANON_4F53C7E0A7C4,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0066,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7cd3717264da69a9472d8cd2580e124a57982754,PF_ANON_F6E454273E15,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0067,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00011;F00205;F00664;F00859;F01270,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x812b5afc0dd3761b65fd5eea6aed59c4e571631f,PF_ANON_43F03FEDB071,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0068,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00020,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x82731f38de17189c0bcae81e1ca4d6cf7dab3315,PF_ANON_4C2FA671D6EE,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0069,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00823;F00902;F00914;F01024,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x854207c87328c52c8394318dd846f305b62a21f8,PF_ANON_7DA369EF05B5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0070,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x89e5e2302a6067775ca34288846f5059bae901be,PF_ANON_29E4ED6A634B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0071,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00947;F00957,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x8a7730985a207003f709c0f95ad497650f955394,PF_ANON_20FA225762A0,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0072,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x95994d72f64f37ff5e38aa922ecdc0c3dc0eded5,PF_ANON_43B4DD592E16,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0073,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00017;F00065;F00152;F00201;F00783,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x98172af7d022609761a1038cb9c18a771455a438,PF_ANON_393C00BF5BBB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0074,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x99c0b9dd3ead519927e29af2c2a39ae43dfb9dce,PF_ANON_4BAC29034352,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0044,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00143;F00191;F00208,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9ab74b7d7c5f295b0ababa67df085891d1521fb0,PF_ANON_C03853190A80,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0075,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00017;F00190;F00201;F00701;F00783;F00809;F00887;F00904;F01004;F01255,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9c9d586c9427e0ffa4540708ff9394db16e37887,PF_ANON_F2AF820EEBE6,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0076,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9cb23867ca3ce6dafd9fac17a14e3879b17cc2de,PF_ANON_4B2EC24E9904,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0039,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9d81bcc24abffd5f0edd713bc9d00a38a3a991c3,PF_ANON_E1B1276DD87C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0077,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9ea0779ffe9c4965a9209c46c469a8be4db44797,PF_ANON_00AB70962582,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0019,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00083;F00113;F00142;F00663;F00812;F00846;F01015;F01118;F01124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9ed899cea9a7b10b87ce96bcfb7ef2b4315522a3,PF_ANON_60F9FB81B248,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0078,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,PF_CIRCLE_USDC,CONFIRMED,https://developers.circle.com/stablecoins/usdc-contract-addresses;https://eth.blockscout.com/api/v2/smart-contracts/0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Official Circle address registry identifies this Ethereum address as USDC; Blockscout identifies the verified FiatTokenProxy and Sourcify resolves its implementation,F00479,,CODEX_PUBLIC_PROVENANCE_AUDIT_2026_08_04,
ethereum:0xa21d21011c3de2ce3e379efbbd73cb01c0f2daf8,PF_ANON_C05641B2ED37,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0080,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00810;F00811;F00909;F01146;F01283,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa28ccfbe39807372f1fc99aef7a6bd5a967a08cc,PF_ANON_4B2EC24E9904,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0039,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa2a14d35a30be469d35f247a7ccb5ae0ac37643b,PF_ANON_29E4ED6A634B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0071,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00947;F00957,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa3ad12a43bf4b110489450f482c5090b617c483d,PF_ANON_A25FF22AE273,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0081,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa500e90ead096d55b539d9a11b591b20a1ea8abb,PF_ANON_C03853190A80,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0075,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00017;F00190;F00201;F00701;F00783;F00809;F00887;F00904;F01004;F01255,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa5334c601b7e03f2544620a0943a99912c24f02a,PF_ANON_5C174ED3114D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0032,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00017;F00031;F00054;F00110;F00124;F00704;F00723;F00815;F00846;F00978,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa667a49275d1913b5d9ec51c3475bcdab7375a8b,PF_ANON_E1802DEF9A85,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0082,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01049,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa7224dbcd420d63535925911915748932abe58b0,PF_ANON_C15D1D474DF7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0083,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa845c74344fc9405b1fcf712f04668979573c1bf,PF_ANON_A1558C73F1C3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0084,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa9bbbf3f380965c1271309a44317711a88077658,PF_ANON_D9A720D46890,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0085,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00134,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xab2d1de5424a3b18700b15c0c38fb77cbc549961,PF_ANON_1407E64A5237,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0086,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00011;F00022;F00120;F00205;F01302,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xab77f99a308e52adec555e75d1b5e10a1517a4d2,PF_ANON_493A05D1BA5E,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0087,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01300,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xae0fa4ff1b0e2fd4cd32fddc0f56b0e0c0bd1933,PF_ANON_0EEA99BA47C4,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0088,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00152;F00714;F00815;F01030;F01276,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb0645bf2733ecaddca943c6d1be2ab16363700c7,PF_ANON_D07512E87BB4,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0089,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00003;F00039;F00056;F00081;F00121;F00187;F00188;F00189;F00195;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb174b7ce27fbe1e7b501ad68c657d0d76697725a,PF_ANON_1235A9E63AA5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0090,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb771198a7568940d7811ff84bf6409fa80a5e4fd,PF_ANON_6ED39A32E028,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0091,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00067,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb7f6a181d589842cd6dfaf39ba54e938f0347613,PF_ANON_ED0105A70275,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0092,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb824a8bca07d8951991bc095f0740b73d55b5ab2,PF_ANON_FF760A624794,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0043,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb9ca3b7e9fcdb14681962691b6eb8f3f6600231c,PF_ANON_5E6AF37F93CB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0093,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00862,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xba7526815e5f62271ea3089cc2824de5389dc956,PF_ANON_5F56B24FEBA1,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0094,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01098,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbad39476167ce7f3ae18c322c0fe5d3521816aba,PF_ANON_90C4BFD3F129,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0095,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01040,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbcc532c6e4786e2c1c1e1fad460a53929f4dc577,PF_ANON_F2AF820EEBE6,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0076,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbe7c4f2d27d6a7c79e5dad8cb99e13c58e468933,PF_ANON_8B856A8BF51B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0005,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00736;F00775;F00842;F00923;F01268,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbee2f0de34362ff34a9189c2b2e67ed61a3300e9,PF_ANON_D07512E87BB4,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0089,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00003;F00039;F00056;F00081;F00121;F00187;F00188;F00189;F00195;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbfdc2ff6acc9e78dd309e127d4d7a60d0af14b77,PF_ANON_9707E869C372,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0064,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00676;F01078;F01090,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc172c561237b56b476259c218fedb76007c414a1,PF_ANON_5B3E793E29C4,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0096,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01203,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,PF_ANON_390AB43697E8,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0097,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01060,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc448e45d7c2327d0d47b128eb939a0ddf69da7ed,PF_ANON_042915EE9144,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0098,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc8760dbc116db20657a66fb394c80c2a8d89202b,PF_ANON_F551E68EEB0D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0099,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00031;F00124;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc8e4ddc2952f01399d9825a7fd0008a1a425304b,PF_ANON_1C164DE9D190,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0100,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc915be4674907da70301b93544edfc8b581f32c2,PF_ANON_9707E869C372,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0064,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00676;F01078;F01090,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xcac2c3a3f39b23fd3cea6bf5256c1bf00d9c9ebf,PF_ANON_25A963B216A2,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0101,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00071;F00213;F00905;F00938;F00987;F01038;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xce613d7769c0266c03146f0e74c6882eaeb4131b,PF_ANON_25239693F54F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0102,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,PF_ANON_9BDB881DC4A6,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0103,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00003;F00039;F00056;F00180;F00869,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd0aee46690bea6d631c991317bcec929ab7e32a0,PF_ANON_DE5777B7CBAB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0035,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00039;F00072;F00213,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
