review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons
V2-0105,0x4cd241e8d1510e30b2076397afc7508ae59c66c9,2152bba1e68a2386a64a814981ff552d64a8230e555e21d2a90a036060d181f2,FAM00175,1,,COMPLETE,R2,medium,0x4cd241e8d1510e30b2076397afc7508ae59c66c9: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=3586B meta=53B; reachable={'CALL': 3}; unguarded=none; guards=4; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x4cd241e8d1510e30b2076397afc7508ae59c66c9,3639,25606206,9,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4cd241e8d1510e30b2076397afc7508ae59c66c9.json,https://etherscan.io/address/0x4cd241e8d1510e30b2076397afc7508ae59c66c9,proxy_or_delegatecall
V2-0106,0x94182a262f20eb917289774576c6f962d8c478a1,21cb78452637b5f9b9448542654665b7616a82aba76b394b6002f27909e873bc,FAM00291,1,,PARTIAL,R2,low,0x94182a262f20eb917289774576c6f962d8c478a1: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=2051B meta=0B; reachable={'CALL': 3}; unguarded={'CALL': 3}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: DELEGATECALLx1; metadata trailer not separable (metadata_contains_executable_jumpdest); opcode counts may include non-executable bytes,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: capabilities present in executable code were never reached by the traversal: DELEGATECALLx1; metadata trailer not separable (metadata_contains_executable_jumpdest); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x94182a262f20eb917289774576c6f962d8c478a1,2051,25646651,49,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x94182a262f20eb917289774576c6f962d8c478a1.json,https://etherscan.io/address/0x94182a262f20eb917289774576c6f962d8c478a1,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0107,0x545940f521452b4138b360ad55e28667ea07a8bf,21fb246abbe88a72c93b110247b94592f9fc5c610b9916610b0daaee60f54158,FAM00185,1,,COMPLETE,R1,medium,"0x545940f521452b4138b360ad55e28667ea07a8bf: unguarded_call_to_calldata_supplied_target reachable from entry on a path passing no recognized caller or signature guard, under complete control-flow coverage.",exec=1249B meta=53B; reachable={'CALL': 3}; unguarded={'CALL': 3}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_to_calldata_supplied_target,,0x545940f521452b4138b360ad55e28667ea07a8bf,1302,25631181,9329,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x545940f521452b4138b360ad55e28667ea07a8bf.json,https://etherscan.io/address/0x545940f521452b4138b360ad55e28667ea07a8bf,r1_case; label_changed_v1_R2_to_v2_R1
V2-0108,0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,22fa014f60216d90373b7d15b49ece42e774889a7a359295f715ffc2d7bc58db,FAM00173,1,,COMPLETE,R2,medium,0x4bf152a41869b2dd66fd9eb6ee250762f3e01671: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=919B meta=53B; reachable={'CALL': 1}; unguarded=none; guards=1; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,972,25595148,1369,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4bf152a41869b2dd66fd9eb6ee250762f3e01671.json,https://etherscan.io/address/0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,proxy_or_delegatecall
V2-0109,0x0e04736a85433445ef602d07946671685ec94647,22fa5d377c5cd4d71f2a140af7655bab38e772d8ba5df12309f79f23b0d5400d,FAM00049,1,,COMPLETE,R1,medium,"0x0e04736a85433445ef602d07946671685ec94647: unguarded_call_to_calldata_supplied_target reachable from entry on a path passing no recognized caller or signature guard, under complete control-flow coverage.",exec=717B meta=0B; reachable={'CALL': 7}; unguarded={'CALL': 6}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_to_calldata_supplied_target,,0x0e04736a85433445ef602d07946671685ec94647,717,25595551,19466,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0e04736a85433445ef602d07946671685ec94647.json,https://etherscan.io/address/0x0e04736a85433445ef602d07946671685ec94647,r1_case; label_changed_v1_B_to_v2_R1; no_recognizable_solidity_metadata
V2-0110,0xd0487978afdb0fac1537ddc2532bd85e3c37eded,2366b217f153dd72ee8f0e0438035527297e7dff6ef010477eac94b023b78656,FAM00016,1,,PARTIAL,R2,low,0xd0487978afdb0fac1537ddc2532bd85e3c37eded: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xd0487978afdb0fac1537ddc2532bd85e3c37eded,13527,25611208,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd0487978afdb0fac1537ddc2532bd85e3c37eded.json,https://etherscan.io/address/0xd0487978afdb0fac1537ddc2532bd85e3c37eded,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0111,0x0b63f2c64aec98e4d066fae5b8178ef74fdcc8fb,242c0ab74ab2742a29b7f63f0dca54fad0b5c714c65c3193dcbce8bcf93ee16b,FAM00040,1,,PARTIAL,R2,low,"0x0b63f2c64aec98e4d066fae5b8178ef74fdcc8fb: reachable sensitive capability whose exploitability is conditional (unguarded_capability_under_incomplete_coverage, unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=13410B meta=0B; reachable={'CALL': 21, 'SSTORE': 10}; unguarded={'CALL': 18, 'SSTORE': 6}; guards=11; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1",,,,,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Control-flow coverage is PARTIAL, so an unexplored region may contain the guard that dominates these sites. Not escalated to R1 for that reason. | Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x0b63f2c64aec98e4d066fae5b8178ef74fdcc8fb,13410,25602523,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0b63f2c64aec98e4d066fae5b8178ef74fdcc8fb.json,https://etherscan.io/address/0x0b63f2c64aec98e4d066fae5b8178ef74fdcc8fb,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0112,0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7,244116e9fd65371c0c720b9eb4643d179de1c1ecf798102cd1d2ea122b899275,FAM00189,1,,PARTIAL,U,medium,"0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.",exec=2064B meta=53B; reachable=none; unguarded=none; guards=0; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1,,,,,incomplete_control_flow_coverage,capabilities present in executable code were never reached by the traversal: CALLx1,0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7,2117,25595822,616,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7.json,https://etherscan.io/address/0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0113,0x3be59da4ab2c8b8488e0e98dff528fa19d669cea,245cd4ac8d5a4c2fd020032617411cc717d61a3c1935082472171898cfa7e250,FAM00137,1,,PARTIAL,U,medium,"0x3be59da4ab2c8b8488e0e98dff528fa19d669cea: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.","exec=2370B meta=53B; reachable=none; unguarded=none; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx1",,,,,incomplete_control_flow_coverage,"capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx1",0x3be59da4ab2c8b8488e0e98dff528fa19d669cea,2423,25595453,8,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3be59da4ab2c8b8488e0e98dff528fa19d669cea.json,https://etherscan.io/address/0x3be59da4ab2c8b8488e0e98dff528fa19d669cea,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0114,0x69f3814cd453980531e3f089448b11ec2ef865e6,249edceadba2a0bb61e3cae450c55ce2a03b2a750e5c5c23d880353e35841ee6,FAM00219,1,,COMPLETE,R2,medium,0x69f3814cd453980531e3f089448b11ec2ef865e6: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=3139B meta=53B; reachable={'CALL': 1}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x69f3814cd453980531e3f089448b11ec2ef865e6,3192,25635518,5,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x69f3814cd453980531e3f089448b11ec2ef865e6.json,https://etherscan.io/address/0x69f3814cd453980531e3f089448b11ec2ef865e6,
V2-0115,0x54a6d3893b72cccf05b108fa1482876ec00abead,24b01b59815e739104ee4ab4f2b9a8f46e3cbc4d2ab1f2daa275be3946930876,FAM00187,1,,COMPLETE,R2,medium,"0x54a6d3893b72cccf05b108fa1482876ec00abead: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability, unguarded_state_write_or_creation).",exec=1635B meta=53B; reachable={'SSTORE': 4}; unguarded={'SSTORE': 4}; guards=6; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x54a6d3893b72cccf05b108fa1482876ec00abead,1688,25668080,7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x54a6d3893b72cccf05b108fa1482876ec00abead.json,https://etherscan.io/address/0x54a6d3893b72cccf05b108fa1482876ec00abead,label_changed_v1_B_to_v2_R2
V2-0116,0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e,264ab87522303d041dff1539d855d13db2b9ef14892c461097b7ed9e68785858,FAM00147,1,,COMPLETE,R2,medium,0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2183B meta=53B; reachable={'CALL': 3}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e,2236,25661167,6,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e.json,https://etherscan.io/address/0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e,proxy_or_delegatecall
V2-0117,0x7785a22facd31db653ba4928f1d5b81d093f0b2f,26bfd04fa2b7fe6a14405ba77ba1c919a87c99777b8d6bb18c5334278beb0606,FAM00250,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,0x7785a22facd31db653ba4928f1d5b81d093f0b2f: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=1748B meta=53B; reachable={'SSTORE': 1, 'CALL': 1}; unguarded=none; guards=1; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve.",0x7785a22facd31db653ba4928f1d5b81d093f0b2f,1801,25595175,2624,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x7785a22facd31db653ba4928f1d5b81d093f0b2f.json,https://etherscan.io/address/0x7785a22facd31db653ba4928f1d5b81d093f0b2f,verified_source; proxy_or_delegatecall
V2-0118,0xce19ee97e3985bae14dfd0ede79b7fb076b67100,26d7d39ace39d73e9f4baec8cc2a5128e381f4f90a0e0dc47d8464ebf65d7957,FAM00368,1,,COMPLETE,R2,medium,0xce19ee97e3985bae14dfd0ede79b7fb076b67100: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=8273B meta=53B; reachable={'CALL': 1}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xce19ee97e3985bae14dfd0ede79b7fb076b67100,8326,25605353,14,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xce19ee97e3985bae14dfd0ede79b7fb076b67100.json,https://etherscan.io/address/0xce19ee97e3985bae14dfd0ede79b7fb076b67100,
V2-0119,0xb94b392b61c16ddb7118849d4970570c07f75dd1,2742420e418aa33dc5120f79c12f1a3d5c81ad62a6df3bd4bf2d0fab978faa20,FAM00342,1,SOURCIFY_VERIFIED_UNNAMED,PARTIAL,R2,low,0xb94b392b61c16ddb7118849d4970570c07f75dd1: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=8974B meta=0B; reachable={'SSTORE': 1, 'CALL': 2}; unguarded=none; guards=2; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CREATE2x1; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: capabilities present in executable code were never reached by the traversal: CREATE2x1; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes",0xb94b392b61c16ddb7118849d4970570c07f75dd1,8974,25690163,5,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xb94b392b61c16ddb7118849d4970570c07f75dd1.json,https://etherscan.io/address/0xb94b392b61c16ddb7118849d4970570c07f75dd1,low_confidence; verified_source; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_R2; no_recognizable_solidity_metadata
V2-0120,0xca11bde05977b3631167028862be2a173976ca11,2756d7c52baee85cacb504f6ee1df7aad6809ac8d94a4a111d76991f90d36d6e,FAM00363,1,,COMPLETE,R1,medium,"0xca11bde05977b3631167028862be2a173976ca11: unguarded_call_to_calldata_supplied_target reachable from entry on a path passing no recognized caller or signature guard, under complete control-flow coverage.",exec=3755B meta=53B; reachable={'CALL': 2}; unguarded={'CALL': 2}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_to_calldata_supplied_target,,0xca11bde05977b3631167028862be2a173976ca11,3808,25607049,33,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xca11bde05977b3631167028862be2a173976ca11.json,https://etherscan.io/address/0xca11bde05977b3631167028862be2a173976ca11,r1_case; label_changed_v1_B_to_v2_R1
V2-0121,0x4b0fabc51ac2e9310621522944cce3b2ed8d3158,278190ee566428051826caed9452ca1d66777df5f2b78fe94ecdcf7d401e068d,FAM00171,1,,PARTIAL,R2,low,"0x4b0fabc51ac2e9310621522944cce3b2ed8d3158: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability, unresolved_proxy_target).","exec=24538B meta=0B; reachable={'CALL': 8, 'SSTORE': 4, 'DELEGATECALL': 1}; unguarded=none; guards=25; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,guard_dominated_sensitive_capability; unresolved_proxy_target,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x4b0fabc51ac2e9310621522944cce3b2ed8d3158,24538,25665658,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4b0fabc51ac2e9310621522944cce3b2ed8d3158.json,https://etherscan.io/address/0x4b0fabc51ac2e9310621522944cce3b2ed8d3158,low_confidence; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0122,0xfc2c64ce1c098a7328874dd09d9a71e306d1a948,27a0d8715a3f2856e39f5ffc8d2eb5104074d3cf389eaaab58e01736d1cb4f77,FAM00447,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,"0xfc2c64ce1c098a7328874dd09d9a71e306d1a948: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=1201B meta=53B; reachable={'CALL': 1, 'SSTORE': 2}; unguarded={'CALL': 1, 'SSTORE': 2}; guards=3; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence.",0xfc2c64ce1c098a7328874dd09d9a71e306d1a948,1254,25595174,7975,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xfc2c64ce1c098a7328874dd09d9a71e306d1a948.json,https://etherscan.io/address/0xfc2c64ce1c098a7328874dd09d9a71e306d1a948,verified_source
V2-0123,0x868af393d2a611c27afc2ac19d15bccd9fbd38db,282375dee63f540ce98084c4974daf050ec0281c716b6e11a1d7f166dd9bab66,FAM00272,1,,PARTIAL,R2,low,0x868af393d2a611c27afc2ac19d15bccd9fbd38db: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=9638B meta=0B; reachable={'CALL': 17, 'SSTORE': 28}; unguarded=none; guards=29; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x868af393d2a611c27afc2ac19d15bccd9fbd38db,9638,25603839,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x868af393d2a611c27afc2ac19d15bccd9fbd38db.json,https://etherscan.io/address/0x868af393d2a611c27afc2ac19d15bccd9fbd38db,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0124,0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,2826bb84049f134e346c9aed2b889e0d36f99384900e0b9195cd28f424531e1e,FAM00094,1,,COMPLETE,R2,medium,0x4ae24b0edee921d4cc4763efdff1662ae4972f1a: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=2087B meta=53B; reachable={'CALL': 4}; unguarded={'CALL': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,2140,25605325,44,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4ae24b0edee921d4cc4763efdff1662ae4972f1a.json,https://etherscan.io/address/0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,
V2-0125,0x54b0c56ae343eb140cfd994235cdc644792ddd5a,28df206d00f81399452932f8bbb08509d9c72b62f04f7e140eb773e3911749b7,FAM00188,2,,COMPLETE,R2,medium,0x54b0c56ae343eb140cfd994235cdc644792ddd5a: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2076B meta=53B; reachable={'CALL': 3}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x54b0c56ae343eb140cfd994235cdc644792ddd5a;0xbd5f148d0ee282b762f0ea34078200a79432e09d,2129,25599259,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x54b0c56ae343eb140cfd994235cdc644792ddd5a.json,https://etherscan.io/address/0x54b0c56ae343eb140cfd994235cdc644792ddd5a,
V2-0126,0xd25355f5909656a52b2a0eba485668a0f04670a7,2979a311c1ad74070fcb474c7acb96b43f4185c668033ef2544c4164f52d0520,FAM00376,1,,COMPLETE,R2,medium,0xd25355f5909656a52b2a0eba485668a0f04670a7: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2568B meta=53B; reachable={'CALL': 8}; unguarded=none; guards=20; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xd25355f5909656a52b2a0eba485668a0f04670a7,2621,25641901,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd25355f5909656a52b2a0eba485668a0f04670a7.json,https://etherscan.io/address/0xd25355f5909656a52b2a0eba485668a0f04670a7,label_changed_v1_B_to_v2_R2
V2-0127,0x178b89387e65cb19a83e2763fa0fa2ef16b51ea2,299216674ee4d7cce169e6852b82218c8a01376d898f6b05038db958b542d0f2,FAM00016,1,,PARTIAL,R2,low,0x178b89387e65cb19a83e2763fa0fa2ef16b51ea2: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CALLCODEx1, CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CALLCODEx1, CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x178b89387e65cb19a83e2763fa0fa2ef16b51ea2,13527,25616756,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x178b89387e65cb19a83e2763fa0fa2ef16b51ea2.json,https://etherscan.io/address/0x178b89387e65cb19a83e2763fa0fa2ef16b51ea2,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0128,0xa6c8d072d9a5246a093ada2665c28374cf3d828d,29cba23b6a21f82df332516ef3a494cb8c9ec6ce22e67fc54b36e124ea0c070f,FAM00016,1,,PARTIAL,R2,low,0xa6c8d072d9a5246a093ada2665c28374cf3d828d: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xa6c8d072d9a5246a093ada2665c28374cf3d828d,13527,25628010,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xa6c8d072d9a5246a093ada2665c28374cf3d828d.json,https://etherscan.io/address/0xa6c8d072d9a5246a093ada2665c28374cf3d828d,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
