chain,address,proposed_label,confidence,risk_categories,coverage_status,review_path,v1_label,v1_confidence
ethereum,0x3b1129fe01dc1249d2be072ffac4a59723119a75,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3b1129fe01dc1249d2be072ffac4a59723119a75.json,R2,low
ethereum,0x3b83ea3f8cc10d99c1187119f7b8ba08465e2980,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3b83ea3f8cc10d99c1187119f7b8ba08465e2980.json,B,medium
ethereum,0x3bd089fda508d2ae0001007a0e77f882abc14bd8,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3bd089fda508d2ae0001007a0e77f882abc14bd8.json,R2,low
ethereum,0x3be59da4ab2c8b8488e0e98dff528fa19d669cea,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3be59da4ab2c8b8488e0e98dff528fa19d669cea.json,B,medium
ethereum,0x3cca057a2104eb0251d4272eaae169152033b67e,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3cca057a2104eb0251d4272eaae169152033b67e.json,B,medium
ethereum,0x3cf32d4d57e91e0a1c3658884040889dafbe5103,R2,medium,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3cf32d4d57e91e0a1c3658884040889dafbe5103.json,R2,medium
ethereum,0x3d1a36f20298d7f8f41d79940bed1afbe8d7500c,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3d1a36f20298d7f8f41d79940bed1afbe8d7500c.json,R2,low
ethereum,0x3d512c1b1dbda46a80e5b2f77a27c6b4af6f20c1,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3d512c1b1dbda46a80e5b2f77a27c6b4af6f20c1.json,R2,low
ethereum,0x3d965cfdda791589ccab955498d509f2f7e30b79,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3d965cfdda791589ccab955498d509f2f7e30b79.json,B,medium
ethereum,0x3dec040d11fd8de1358f4157f7a250715cd012bd,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3dec040d11fd8de1358f4157f7a250715cd012bd.json,R2,low
ethereum,0x3e2b1f7c601300bd2a3c9a70edb1bbbf245cace0,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3e2b1f7c601300bd2a3c9a70edb1bbbf245cace0.json,R2,low
ethereum,0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b.json,B,high
ethereum,0x3e95f3ad3ddac747a886cb4f7bd8bedcbac8f27a,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3e95f3ad3ddac747a886cb4f7bd8bedcbac8f27a.json,R2,low
ethereum,0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3efe7fe04bed5f9e7150897a9d57fe8d16eeccd1.json,B,medium
ethereum,0x3f5e1e40769bc9194d9cd4f480f1e613ed3478bc,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3f5e1e40769bc9194d9cd4f480f1e613ed3478bc.json,R2,low
ethereum,0x3f899cbe20efc5ab590c7b9aedf878e055ed0550,R2,low,guard_dominated_sensitive_capability; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3f899cbe20efc5ab590c7b9aedf878e055ed0550.json,R2,low
ethereum,0x3febcead386747dcd02b3acd7e37a5394dd6fd92,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x3febcead386747dcd02b3acd7e37a5394dd6fd92.json,B,medium
ethereum,0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x407d77ddaf4aabdad7d1985fd36ee3a653ae596e.json,R2,low
ethereum,0x408c022f572590b3d08bd9951a624c0d0beb2e30,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x408c022f572590b3d08bd9951a624c0d0beb2e30.json,R2,low
ethereum,0x40a044318af172ad8d1228f9dfcff2f7ea929a8c,R2,low,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x40a044318af172ad8d1228f9dfcff2f7ea929a8c.json,R2,low
ethereum,0x4174451576e30fd3ca0a867c584abe1422107394,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4174451576e30fd3ca0a867c584abe1422107394.json,B,medium
ethereum,0x422375f5658e9b17115f639137aace711351fc9d,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x422375f5658e9b17115f639137aace711351fc9d.json,R2,medium
ethereum,0x424b5d94cd8fc92ed77c0d1a85a15c4144ffb3ea,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x424b5d94cd8fc92ed77c0d1a85a15c4144ffb3ea.json,R2,low
ethereum,0x427e6a09ee2a9ef4ecb6a1f8e32a04ff50aff0a3,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x427e6a09ee2a9ef4ecb6a1f8e32a04ff50aff0a3.json,R2,low
ethereum,0x42ccc9422f83399a551866460bdb0013b498e8b7,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x42ccc9422f83399a551866460bdb0013b498e8b7.json,R2,low
ethereum,0x431296107a9e4e184fd73bd6f852578d791f9d71,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x431296107a9e4e184fd73bd6f852578d791f9d71.json,B,medium
ethereum,0x438f67c2aa7ff150352295dcb190c19fb6672ad5,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x438f67c2aa7ff150352295dcb190c19fb6672ad5.json,R2,medium
ethereum,0x445b24e7fd218572b62a891b481613bbb71705a3,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x445b24e7fd218572b62a891b481613bbb71705a3.json,R2,low
ethereum,0x44cbf40ae487e77da5d419cc8fbd7652e41af1b4,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x44cbf40ae487e77da5d419cc8fbd7652e41af1b4.json,R2,low
ethereum,0x45126d6de83cba2d2cb01cd6aba6a6063accf079,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x45126d6de83cba2d2cb01cd6aba6a6063accf079.json,B,medium
ethereum,0x451d7d6f235c26172d5d39e24d8e96e05e62ff10,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x451d7d6f235c26172d5d39e24d8e96e05e62ff10.json,B,medium
ethereum,0x45a30e03b5b2bb9931a4517937ec151833e1825c,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x45a30e03b5b2bb9931a4517937ec151833e1825c.json,R2,low
ethereum,0x45e87d68ff89dd2bc7729a86e776af9393ebf845,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x45e87d68ff89dd2bc7729a86e776af9393ebf845.json,R2,low
ethereum,0x45f31d19c1592519240a3695ba2f8f5665da8927,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x45f31d19c1592519240a3695ba2f8f5665da8927.json,B,medium
ethereum,0x460efa7c3e66f11de1fa3c94f97926b2b584f262,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x460efa7c3e66f11de1fa3c94f97926b2b584f262.json,R2,low
ethereum,0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b.json,R2,low
ethereum,0x46c80a57d5f6b7bf071156ed89ed36731fca1323,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x46c80a57d5f6b7bf071156ed89ed36731fca1323.json,R2,low
ethereum,0x471bb0cdf57b551660ba4846a83f746259194ff1,R2,low,guard_dominated_sensitive_capability; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x471bb0cdf57b551660ba4846a83f746259194ff1.json,R2,low
ethereum,0x47a29e24fff7400e0f23785430b321c6d8b6352a,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x47a29e24fff7400e0f23785430b321c6d8b6352a.json,R2,low
ethereum,0x47a51af4b3bc07a389e2f516308782d6e815fb1c,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x47a51af4b3bc07a389e2f516308782d6e815fb1c.json,B,medium
ethereum,0x47e747f5e8cb5819c966292dd969d989ae9dea5e,R2,medium,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x47e747f5e8cb5819c966292dd969d989ae9dea5e.json,R2,low
ethereum,0x48362f2848342bc52b0b312431c6c0ff107ecfe4,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x48362f2848342bc52b0b312431c6c0ff107ecfe4.json,B,medium
ethereum,0x48374472e0ffe0a770ba558263a9ae4b3c7fff91,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x48374472e0ffe0a770ba558263a9ae4b3c7fff91.json,B,medium
ethereum,0x487db2fd20522c4a3ed542249483d9a12de66b1f,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x487db2fd20522c4a3ed542249483d9a12de66b1f.json,B,medium
ethereum,0x4884d28f048e66a537762334937e01a044cbdfac,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4884d28f048e66a537762334937e01a044cbdfac.json,B,medium
ethereum,0x48a388338be8b49674dffc6d7a04ca324d1612af,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x48a388338be8b49674dffc6d7a04ca324d1612af.json,B,medium
ethereum,0x48fd218c9130536df3d0a6e21d3704b8fa0660fa,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x48fd218c9130536df3d0a6e21d3704b8fa0660fa.json,R2,low
ethereum,0x490aac77c960b0569c8e446ac7e12490bd44ca1d,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x490aac77c960b0569c8e446ac7e12490bd44ca1d.json,B,medium
ethereum,0x4949162a199c7f46d330fe112cc07f8117171d4e,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4949162a199c7f46d330fe112cc07f8117171d4e.json,R2,low
ethereum,0x4986579bcdd269b3f3c51eb0954114b2694afcf4,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4986579bcdd269b3f3c51eb0954114b2694afcf4.json,B,high
ethereum,0x49bd6523dffb8e8cc4f8efbc3c3470389ba2c2ac,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x49bd6523dffb8e8cc4f8efbc3c3470389ba2c2ac.json,R2,medium
ethereum,0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce,R2,low,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce.json,R2,low
ethereum,0x4a87e5f12c7fefcae565f039677b40f3f8d077e5,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4a87e5f12c7fefcae565f039677b40f3f8d077e5.json,R2,low
ethereum,0x4aacf559e3e7ed62d1b73ac81b5f5109404aebd5,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4aacf559e3e7ed62d1b73ac81b5f5109404aebd5.json,R2,low
ethereum,0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4ae24b0edee921d4cc4763efdff1662ae4972f1a.json,R2,low
ethereum,0x4b0fabc51ac2e9310621522944cce3b2ed8d3158,R2,low,guard_dominated_sensitive_capability; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4b0fabc51ac2e9310621522944cce3b2ed8d3158.json,R2,low
ethereum,0x4b6a05051ead216833b3f9e559b22412e95cb82a,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4b6a05051ead216833b3f9e559b22412e95cb82a.json,B,medium
ethereum,0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14.json,R2,low
ethereum,0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4bf152a41869b2dd66fd9eb6ee250762f3e01671.json,R2,low
ethereum,0x4c7be714298932f7e2ceaeb35375f3234945dbf4,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4c7be714298932f7e2ceaeb35375f3234945dbf4.json,R2,low
ethereum,0x4cd241e8d1510e30b2076397afc7508ae59c66c9,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4cd241e8d1510e30b2076397afc7508ae59c66c9.json,R2,low
ethereum,0x4d073346a707d0a56b73bac8b2e8d5ddf94f93b5,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4d073346a707d0a56b73bac8b2e8d5ddf94f93b5.json,R2,low
ethereum,0x4dc25713da4873061f0af4d744e15142f6379734,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4dc25713da4873061f0af4d744e15142f6379734.json,R2,low
ethereum,0x4e1ffc847e66155812b4e8360e2515d443516c94,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4e1ffc847e66155812b4e8360e2515d443516c94.json,R2,low
ethereum,0x4e43ed18cc5f875bea1fd8da81688c154f2a44c3,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4e43ed18cc5f875bea1fd8da81688c154f2a44c3.json,R2,low
ethereum,0x4eff4d390d89b2195fe3cb63b06731ae584a1375,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4eff4d390d89b2195fe3cb63b06731ae584a1375.json,B,medium
ethereum,0x4f577087064ea4b5cf294d44cfd56275d9d1ed18,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x4f577087064ea4b5cf294d44cfd56275d9d1ed18.json,B,medium
ethereum,0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896,R2,medium,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896.json,B,medium
ethereum,0x5008991f551d32a68818431f0ae3e70e698a656b,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x5008991f551d32a68818431f0ae3e70e698a656b.json,R2,low
ethereum,0x50173c155edb686e8e2bdfcb29f629e4dfa0d213,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x50173c155edb686e8e2bdfcb29f629e4dfa0d213.json,R2,low
ethereum,0x50e24a1ac22df5e181c1ca7ebd364eba8d20d094,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x50e24a1ac22df5e181c1ca7ebd364eba8d20d094.json,R2,low
ethereum,0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x50e8e9c7638286137c18b2edc6bfad36c6bbe66e.json,R2,medium
ethereum,0x515db541d7699af28ccf3dc9ab036350f6ecf932,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x515db541d7699af28ccf3dc9ab036350f6ecf932.json,R2,low
ethereum,0x51f286db35d9d97dca64590ee49c07ccb6698730,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x51f286db35d9d97dca64590ee49c07ccb6698730.json,B,high
ethereum,0x535023ed14a1862444ec29d0fe07cf3092c73bc2,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x535023ed14a1862444ec29d0fe07cf3092c73bc2.json,R2,low
ethereum,0x539141c502f80e8f0bdde80aa9c3ca7ccc2c6bf5,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x539141c502f80e8f0bdde80aa9c3ca7ccc2c6bf5.json,R2,low
ethereum,0x53a5c82636d9a88520ae8fcb39a2b17f82ef6357,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x53a5c82636d9a88520ae8fcb39a2b17f82ef6357.json,B,high
ethereum,0x53a6f94c7b4fbe1b5d70132f4b5460197ccc4804,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x53a6f94c7b4fbe1b5d70132f4b5460197ccc4804.json,R2,low
ethereum,0x540fe9bec2470e93aa911906eb560ad6647612c2,R2,medium,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x540fe9bec2470e93aa911906eb560ad6647612c2.json,B,medium
ethereum,0x545940f521452b4138b360ad55e28667ea07a8bf,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x545940f521452b4138b360ad55e28667ea07a8bf.json,R2,low
ethereum,0x546cf5144ccadbcde87297614adc7870f244cbea,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x546cf5144ccadbcde87297614adc7870f244cbea.json,R2,low
ethereum,0x547b9169ab3c89e0958ee3580d83cec8551e7a88,B,medium,,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x547b9169ab3c89e0958ee3580d83cec8551e7a88.json,B,medium
ethereum,0x54a6d3893b72cccf05b108fa1482876ec00abead,R2,medium,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x54a6d3893b72cccf05b108fa1482876ec00abead.json,B,medium
ethereum,0x54b0c56ae343eb140cfd994235cdc644792ddd5a,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x54b0c56ae343eb140cfd994235cdc644792ddd5a.json,R2,low
ethereum,0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x54bf93ee1a08af3c90c1cf9973d6e95be9ef65d7.json,B,medium
ethereum,0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x5530776fa2fdf0c2cd242dc6d9bfb29b1e3616be.json,R1,low
ethereum,0x5546a14921647a6fc3c8927a2c0cc3afe2e9ae77,B,medium,,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x5546a14921647a6fc3c8927a2c0cc3afe2e9ae77.json,B,medium
ethereum,0x557f37550196a3022aec6c2b1b4951900ea3e3c2,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x557f37550196a3022aec6c2b1b4951900ea3e3c2.json,B,medium
ethereum,0x55e756ee933501b4ea8d7448b4521abde21f3a15,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x55e756ee933501b4ea8d7448b4521abde21f3a15.json,B,high
ethereum,0x563f842256263621947cad4deb105e0eaf2deee3,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x563f842256263621947cad4deb105e0eaf2deee3.json,R2,low
ethereum,0x5752c77b08de5955a7144d31d482bb21fa372192,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x5752c77b08de5955a7144d31d482bb21fa372192.json,R2,low
ethereum,0x584b6fa20e9b83da06e02770b9394f3318ee1ab9,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x584b6fa20e9b83da06e02770b9394f3318ee1ab9.json,R2,low
ethereum,0x5875d41c1261002786005199dab0cbfc396c680f,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x5875d41c1261002786005199dab0cbfc396c680f.json,R2,low
ethereum,0x58e02510ae94eff8e555aad51b2440b2527f9cea,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x58e02510ae94eff8e555aad51b2440b2527f9cea.json,R2,low
ethereum,0x59bc0b1694e413174023d8c7349928d680b952f8,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x59bc0b1694e413174023d8c7349928d680b952f8.json,R2,low
