item_id,postcutoff_project_family_id,provenance_status,evidence_reference,evidence_notes,related_canonical_family_ids,related_control_projects,auditor_id,exclusion_reason
ethereum:0x5f3272c6ec9c1d0b00a11e60d4949964b4e3aeac,PF_ANON_FE941E3288CD,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0060,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6640c1cccaf07dbe765ec05e294fe427cc92831c,PF_ANON_BE87EF222A67,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0061,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x681bcbc1fbc1c8a2f1f5b4a43e6d38c5ca220892,PF_ANON_0D4D67BE13A0,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0062,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01007,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6bf06089c78db928190fc85c591ab6d0da02cda9,PF_ANON_136609E5D8BE,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0063,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01040,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6c09e04f949e3cb03fed508a7e550f3387dc5ffe,PF_ANON_2ACF266275EC,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0064,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6d979539f11dc7038f574a15eea31f3e577d47f8,PF_ANON_D791CA04D28D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0065,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00726;F00909;F01063;F01088;F01097,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x6fa7b830679cc9e588042354a56b4aa1f8f8e9fe,PF_ANON_6CD74C0AD803,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0066,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x701b69eedd323659e5059127d5288d2a9f78bffb,PF_ANON_2DF86F0A3DAA,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0067,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00003;F00039;F00056;F00066;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x72dc3c1a7827aeeedf224ea94bd027ab6a0ae4c9,PF_ANON_B27E0B3EB357,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0068,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00960,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x748918b511c6838e630351e8f0adc72d9e77fa22,PF_ANON_543F860A570C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0069,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00141;F01232;F01295,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x74f2b03fdec0e9cc35aac867c67bc938233088fd,PF_ANON_B378B13FB646,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0070,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00035;F00129;F00180;F00711;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x75961c3f099558100617658ea8db0bbe3021054e,PF_ANON_3A674D6CC347,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0071,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01137,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x75b93c20c18f4bf4cb7c8d5506c6eef9fc112063,PF_ANON_646DBB0145B7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0072,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00010;F00709;F01059;F01083;F01251,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7702aace7914e5b7237aedb3df9b12b831f5172d,PF_ANON_DBB24F925219,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0073,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7702cb554e6bfb442cb743a7df23154544a7176c,PF_ANON_6920477CE306,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0074,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,Coinbase_EIP7702Proxy,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x77fb3d2ff6db9dcbf1b7e0693b3c746b30499ee8,PF_ANON_903B17B3AE14,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0075,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00823;F00902,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x792b53282a85a884959f70ece940e2a5108e80a5,PF_ANON_A9BE0B9CA930,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0076,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7c4831868fb15b3220cf567256b8e5d206674071,PF_ANON_E7F72987FF1C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0077,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00011;F00664;F00859;F01270;F01280,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7dd72dbec4a281b55cc5b6ebd737933d60ae4a4c,PF_ANON_4A9D1C47F56F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0078,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00003;F00039;F00056;F00081;F01094,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7e6cf01e1879e4f7cd451269c4bb2f00afe0ace3,PF_ANON_B75D35D66B8A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0079,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00041;F00823;F00902;F01234,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7fc70a7ab70eeed2bab474737cb450cf184e454b,PF_ANON_E94A73A9DBB2,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0080,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x7fd487222215fae6a74482683d76c19c7768b469,PF_ANON_B5F7EB2E5841,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0081,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00059,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x821f26a3c70464bacdaca7736d9cb308078bf309,PF_ANON_E6D3C731679E,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0034,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x830c3ca901fba71a1454a5c8ae3b7a8b04f496a7,PF_ANON_75F19D346D6C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0082,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x854249aa14f6f357aeee5b7e0faffa90692de85e,PF_ANON_3224918A27AD,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0083,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x85865a99f0db671c38f10188ca390b506ec133d4,PF_ANON_214A1BBA3CAC,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0084,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x87c322a93a6cd7b1beb3dbe1f3f296cf2b8eefae,PF_ANON_086733CC02AF,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0085,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x8b44320c6a7d9ef11385b923d9b875b652e86c24,PF_ANON_18EDDA0A774D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0086,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01074,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x8bf1ceea142840af0007317097c7f8bd80fa6b66,PF_ANON_0D79F7E7F34A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0087,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9176de7b26bb894b3d90e8980c7fc1322ca934d4,PF_ANON_02BB4303B3F8,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0025,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00862;F00968,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x93a81b920a9668762e463d243c12ce73003e240a,PF_ANON_F042BFE25DD3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0088,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01137,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x948a948d54e316a73e224a67ebbd5c9785d9766d,PF_ANON_814E4AC26BFE,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0089,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00031;F00050;F00101;F00124;F00132;F00152;F00180;F00210;F00701;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x95eeb7bd0a63524a1614b374395c625dfb9dbd4a,PF_ANON_6EC41930638B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0090,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00072;F00213;F00846;F00987;F01038;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x96da711359c6afe93a7257e4946e1f907c4c7628,PF_ANON_8F5015D9DB38,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0016,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01020,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9a4cfb6bbb22112c36f9e585b47ccc27b7270f0f,PF_ANON_CD19C8E39BDC,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0091,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00676,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9bbc10cdec2ddce81b9525a4cb8248e120c79461,PF_ANON_AB98AB3E32FF,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0092,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9bdfd3b60d50808f42c9c5717cc5d59962275ad9,PF_ANON_4DF3BCDF5EB6,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0009,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00144;F01084;F01098,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9bfb46b845e8eb31e615d320bdbcaeb55b6df38a,PF_ANON_092F7B37318B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0093,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00966,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9e95a022e55f032de1f5e1357609579c20b04f75,PF_ANON_2470911D5712,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0094,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01203,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x9ed18ba902951c16c2299ac234921380743a0a67,PF_ANON_2B86B3F2B1E5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0095,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa224a1c63df33be4967f0dd294ec1ef76268b742,PF_ANON_1D985D8271AB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0096,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00029;F00031;F00088;F00129;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa34995732725b87aa889a31af23dac5029ec019a,PF_ANON_3D42D76CE1A3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0097,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa41995871891e9fb6bb81ff7793a465f8ee239e8,PF_ANON_EA7E1AD1D5DA,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0098,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa55a543a0e2bb81ad69128fe0dfc6c703dd5e709,PF_ANON_B384F7C497A0,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0099,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xa8fe0de70524ea35c5367ed3d3025a903e19d72b,PF_ANON_606D4BCE092F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0100,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xad9cca330a131cd3bf3886db21d734ec60ab3076,PF_ANON_61CB1FADA593,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0101,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb1fb48fa998ad4886320073f9cf1544c55d77dec,PF_ANON_47E5873D1EF9,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0102,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb2b5f24fd69660318b5f94b9b4e4635f2fb900c8,PF_ANON_6CD74C0AD803,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0066,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb4409521e628373e9a4a7676d9eabc4534fc46d4,PF_ANON_6362162A76FE,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0103,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00905,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xb8d903d63e5e6c3a31e8e239d93c859137d67bd1,PF_ANON_E065E8394509,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0104,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbbb339a55efda7cfed812b87bfecf6959af38eb4,PF_ANON_7F01CA6AC97F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0105,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbe15f159dc73592b329801ebaa6ff7df38edf1c4,PF_ANON_7D40D79B7207,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0106,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00041;F00823;F00953;F01243;F01274,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbea1d2836d62c1a59b224c0c67bc7155f25edb91,PF_ANON_F45B7B380BA3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0107,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00113;F00140;F00142;F01015;F01118,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xbf0031c923c47d5556ac4a08f7ff5cc1a69ba0bb,PF_ANON_6EC41930638B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0090,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00072;F00213;F00846;F00987;F01038;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc09f597034f654283a05b058ee1306534b837868,PF_ANON_00B943748AE9,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0108,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01021,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc198b868065432a1f6f50eda203a9d93811d6e9b,PF_ANON_7D17C87C469F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0109,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00007;F00709;F00740;F01083;F01165,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc452f89752420af721607ee1354d5e769c983a60,PF_ANON_A65E7F8C38B0,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0110,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00023;F00027;F00072;F00465,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc4fb760331a9d78f7443813ba754f9b64307d118,PF_ANON_9477F58678F6,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0111,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00035;F00107;F00118;F00124;F00700,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc71abe765d86ce1b914b25d777698650ff259f35,PF_ANON_F7EACEDFB033,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0112,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00031;F00124;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc79c0c9a2e23f6aae5325393830e124ef18f2748,PF_ANON_7D568CB4FEC6,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0113,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc7eccbb718cf9563f92127f20ddcbb2b81589a8f,PF_ANON_8BD405B68195,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0114,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01230,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xc842b4b9b655e200ffb4d14a5d5de9d8ee669cc9,PF_ANON_6CD74C0AD803,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0066,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
